myear,price,transmission,km,Color,Drive Type,Doors,Length,Width,Height,Wheel Base,brand,fuel
2016,370000.0,manual,69162.0,silver,fwd,5.0,3599.0,1495.0,1700.0,2400.0,maruti,cng
2015,365000.0,manual,45864.0,grey,fwd,5.0,3600.0,1600.0,1560.0,2425.0,maruti,cng
2015,421000.0,manual,81506.0,silver,fwd,4.0,3990.0,1680.0,1505.0,2405.0,honda,cng
2013,240000.0,manual,115893.0,silver,fwd,4.0,3595.0,1475.0,1700.0,2400.0,maruti,cng
2022,1175000.0,manual,18900.0,white,2wd,5.0,4395.0,1735.0,1690.0,2740.0,maruti,cng
2012,250000.0,manual,60000.0,white,fwd,5.0,3599.0,1495.0,1700.0,2400.0,maruti,cng
2010,145000.0,manual,67000.0,blue,2wd,5.0,3495.0,1475.0,1460.0,2360.0,maruti,cng
2017,465000.0,manual,58000.0,grey,fwd,5.0,3765.0,1660.0,1520.0,2425.0,hyundai,cng
2021,560000.0,manual,54097.0,silver,fwd,5.0,3655.0,1620.0,1675.0,2435.0,maruti,cng
2011,215000.0,manual,67000.0,silver,fwd,5.0,3599.0,1495.0,1700.0,2400.0,maruti,cng
2018,425000.0,manual,98083.0,silky silver,fwd,5.0,3695.0,1600.0,1560.0,2425.0,maruti,cng
2019,380000.0,manual,80000.0,white,fwd,5.0,3695.0,1600.0,1560.0,2425.0,maruti,cng
2017,795000.0,manual,39000.0,silver,fwd,5.0,4296.0,1695.0,1685.0,2740.0,maruti,cng
2014,350000.0,manual,34889.0,bakers chocolate,fwd,5.0,3599.0,1495.0,1700.0,2400.0,maruti,cng
2022,650000.0,manual,31758.0,silky silver,fwd,5.0,3655.0,1620.0,1675.0,2435.0,maruti,cng
2021,599000.0,manual,23000.0,white,fwd,5.0,3599.0,1495.0,1700.0,2400.0,maruti,cng
2014,425000.0,manual,60000.0,white,fwd,5.0,3765.0,1660.0,1520.0,2425.0,hyundai,cng
2016,317736.0,manual,43413.0,white,fwd,5.0,3599.0,1495.0,1700.0,2400.0,maruti,cng
2020,1000000.0,manual,60000.0,white,fwd,5.0,4395.0,1735.0,1690.0,2740.0,maruti,cng
2014,317400.0,manual,67720.0,cerulean blue,fwd,5.0,3600.0,1600.0,1560.0,2425.0,maruti,cng
2013,250000.0,manual,99821.0,silver,fwd,5.0,3599.0,1495.0,1700.0,2400.0,maruti,cng
2014,380000.0,manual,67477.0,grey,fwd,5.0,3599.0,1495.0,1700.0,2400.0,maruti,cng
2021,600000.0,manual,24158.0,silky silver,fwd,5.0,3655.0,1620.0,1675.0,2435.0,maruti,cng
2014,325000.0,manual,35000.0,white,fwd,5.0,3655.0,1620.0,1675.0,2435.0,maruti,cng
2021,600000.0,manual,37000.0,white,fwd,4.0,3995.0,1695.0,1555.0,2430.0,maruti,cng
2021,613000.0,manual,32530.0,brown,fwd,5.0,3655.0,1620.0,1675.0,2435.0,maruti,cng
2016,285000.0,manual,90300.0,grey,fwd,5.0,3655.0,1620.0,1675.0,2435.0,maruti,cng
2019,424999.0,manual,43000.0,white,fwd,5.0,3655.0,1620.0,1675.0,2435.0,maruti,cng
2021,613000.0,manual,28061.0,white,fwd,5.0,3655.0,1620.0,1675.0,2435.0,maruti,cng
2020,600000.0,manual,40000.0,white,fwd,5.0,3655.0,1620.0,1675.0,2435.0,maruti,cng
2017,341000.0,manual,95000.0,white,rwd,5.0,3675.0,1475.0,1800.0,2350.0,maruti,cng
2017,439112.0,manual,40594.0,blue,fwd,5.0,3599.0,1495.0,1700.0,2400.0,maruti,cng
2012,200000.0,manual,91495.0,grey,fwd,4.0,3595.0,1475.0,1700.0,2400.0,maruti,cng
2020,534000.0,manual,37900.0,prime pool side blue,fwd,5.0,3599.0,1495.0,1700.0,2400.0,maruti,cng
2015,395000.0,manual,80000.0,silver,fwd,5.0,3599.0,1495.0,1700.0,2400.0,maruti,cng
2015,385000.0,manual,70000.0,white,fwd,5.0,3599.0,1495.0,1700.0,2400.0,maruti,cng
2018,250000.0,manual,80000.0,white,fwd,5.0,3599.0,1495.0,1700.0,2400.0,maruti,cng
2018,325000.0,manual,200000.0,silver,fwd,5.0,3599.0,1495.0,1700.0,2400.0,maruti,cng
2010,195000.0,manual,57000.0,white,fwd,5.0,3600.0,1475.0,1595.0,2360.0,maruti,cng
2016,600000.0,manual,30087.0,granite grey,fwd,5.0,4296.0,1695.0,1685.0,2740.0,maruti,cng
2017,350000.0,manual,57953.0,white,rwd,5.0,3675.0,1475.0,1825.0,2350.0,maruti,cng
2013,305000.0,manual,74000.0,brown,fwd,5.0,3655.0,1620.0,1675.0,2435.0,maruti,cng
2021,500000.0,manual,30000.0,white,fwd,5.0,3675.0,1475.0,1825.0,2350.0,maruti,cng
2015,320000.0,manual,70000.0,other,fwd,5.0,3599.0,1495.0,1700.0,2400.0,maruti,cng
2014,570000.0,manual,41558.0,granite grey,fwd,5.0,4265.0,1695.0,1685.0,2740.0,maruti,cng
2015,260000.0,manual,45834.0,granite grey,fwd,5.0,3545.0,1515.0,1475.0,2360.0,maruti,cng
2015,715000.0,manual,90309.0,silver,fwd,5.0,4265.0,1695.0,1685.0,2740.0,maruti,cng
2019,330000.0,manual,89132.0,silky silver,fwd,5.0,3445.0,1490.0,1475.0,2360.0,maruti,cng
2018,410000.0,manual,92000.0,white,fwd,5.0,3655.0,1620.0,1675.0,2435.0,maruti,cng
2013,290000.0,manual,80000.0,silver,fwd,5.0,3655.0,1620.0,1675.0,2435.0,maruti,cng
2021,750000.0,manual,40000.0,white,fwd,4.0,3995.0,1680.0,1520.0,2450.0,hyundai,cng
2013,285000.0,manual,58000.0,brown,fwd,5.0,3599.0,1495.0,1700.0,2400.0,maruti,cng
2011,140974.0,manual,157612.0,grey,fwd,4.0,3595.0,1475.0,1700.0,2400.0,maruti,cng
2015,310000.0,manual,73000.0,brown,fwd,5.0,3599.0,1495.0,1700.0,2400.0,maruti,cng
2020,500000.0,manual,30000.0,white,fwd,5.0,3675.0,1475.0,1825.0,2350.0,maruti,cng
2017,317736.0,manual,77304.0,white,fwd,5.0,3599.0,1495.0,1700.0,2400.0,maruti,cng
2021,725000.0,manual,25000.0,silver,fwd,5.0,3805.0,1680.0,1520.0,2450.0,hyundai,cng
2019,450000.0,manual,37334.0,arctic white,fwd,5.0,3695.0,1600.0,1560.0,2425.0,maruti,cng
2013,395000.0,manual,46483.0,maroon,fwd,4.0,4440.0,1695.0,1485.0,2550.0,honda,cng
2014,350000.0,manual,90000.0,gray,fwd,5.0,3600.0,1600.0,1560.0,2425.0,maruti,cng
2018,366738.0,manual,77452.0,white,fwd,5.0,3599.0,1495.0,1700.0,2400.0,maruti,cng
2021,606845.0,manual,31431.0,metallic glistening grey,fwd,5.0,3675.0,1475.0,1825.0,2350.0,maruti,cng
2011,140974.0,manual,167611.0,silky silver,fwd,4.0,3595.0,1475.0,1700.0,2400.0,maruti,cng
2021,550000.0,manual,12500.0,white,fwd,5.0,3675.0,1475.0,1825.0,2350.0,maruti,cng
2021,400000.0,manual,15000.0,white,fwd,5.0,3445.0,1515.0,1475.0,2360.0,maruti,cng
2022,560000.0,manual,35000.0,white,fwd,5.0,3610.0,1645.0,1560.0,2400.0,hyundai,cng
2013,230000.0,manual,60000.0,white,fwd,5.0,3599.0,1495.0,1700.0,2400.0,maruti,cng
2022,740000.0,manual,10000.0,midnight plum,fwd,5.0,3765.0,1677.0,1535.0,2400.0,tata,cng
2015,315000.0,manual,135000.0,white,rwd,5.0,3675.0,1475.0,1800.0,2350.0,maruti,cng
2021,570000.0,manual,50000.0,gray,fwd,5.0,3675.0,1475.0,1825.0,2350.0,maruti,cng
2013,245000.0,manual,70000.0,silver,fwd,5.0,3599.0,1495.0,1700.0,2400.0,maruti,cng
2022,720000.0,manual,10000.0,black,fwd,5.0,3765.0,1677.0,1535.0,2400.0,tata,cng
2011,120000.0,manual,80000.0,white,2wd,5.0,3495.0,1475.0,1460.0,2360.0,maruti,cng
2020,950000.0,manual,70000.0,white,fwd,5.0,4395.0,1735.0,1690.0,2740.0,maruti,cng
2019,440000.0,manual,50000.0,silver,fwd,5.0,3599.0,1495.0,1700.0,2400.0,maruti,cng
2022,640000.0,manual,25000.0,silver,fwd,5.0,3655.0,1620.0,1675.0,2435.0,maruti,cng
2021,725000.0,manual,18734.0,white,fwd,4.0,3995.0,1680.0,1520.0,2450.0,hyundai,cng
2022,500000.0,manual,5000.0,white,fwd,5.0,3445.0,1515.0,1475.0,2360.0,maruti,cng
2013,280000.0,manual,101232.0,silver,fwd,5.0,3599.0,1495.0,1700.0,2400.0,maruti,cng
2010,130000.0,manual,68943.0,midnight black,fwd,4.0,3595.0,1475.0,1700.0,2400.0,maruti,cng
2014,265000.0,manual,128312.0,grey,fwd,5.0,3599.0,1495.0,1700.0,2400.0,maruti,cng
2014,319430.0,manual,43264.0,bakers chocolate,fwd,5.0,3599.0,1495.0,1700.0,2400.0,maruti,cng
2021,575000.0,manual,11568.0,magma grey,fwd,5.0,3655.0,1620.0,1675.0,2435.0,maruti,cng
2013,300000.0,manual,63954.0,golden,fwd,5.0,3599.0,1495.0,1700.0,2400.0,maruti,cng
2013,190000.0,manual,120000.0,white,fwd,4.0,4250.0,1670.0,1370.0,2440.0,hyundai,cng
2021,580000.0,manual,23484.0,solid white,fwd,5.0,3655.0,1620.0,1675.0,2435.0,maruti,cng
2020,492801.0,manual,15000.0,gray,rwd,5.0,3675.0,1475.0,1825.0,2350.0,maruti,cng
2022,530000.0,manual,25000.0,white,fwd,5.0,3675.0,1475.0,1825.0,2350.0,maruti,cng
2022,620000.0,manual,9955.0,white,fwd,5.0,3675.0,1475.0,1825.0,2350.0,maruti,cng
2012,301000.0,manual,130000.0,white,fwd,4.0,4440.0,1695.0,1485.0,2550.0,honda,cng
2021,500000.0,manual,62386.0,silver,fwd,5.0,3675.0,1475.0,1825.0,2350.0,maruti,cng
2018,300000.0,manual,83949.0,white,fwd,5.0,3430.0,1490.0,1475.0,2360.0,maruti,cng
2014,600000.0,manual,83500.0,silver,fwd,5.0,4265.0,1695.0,1685.0,2740.0,maruti,cng
2019,390000.0,manual,140000.0,white,rwd,5.0,3675.0,1475.0,1825.0,2350.0,maruti,cng
2012,275000.0,manual,79000.0,red,fwd,5.0,3599.0,1495.0,1700.0,2400.0,maruti,cng
2019,540000.0,manual,75000.0,grey,fwd,5.0,3610.0,1645.0,1560.0,2400.0,hyundai,cng
2014,320000.0,manual,70000.0,brown,fwd,5.0,3599.0,1495.0,1700.0,2400.0,maruti,cng
2016,790000.0,manual,20000.0,grey,fwd,5.0,4296.0,1695.0,1685.0,2740.0,maruti,cng
2013,350000.0,manual,71000.0,silver,rwd,5.0,3675.0,1475.0,1800.0,2350.0,maruti,cng
2016,250000.0,manual,72141.0,silky silver,fwd,5.0,3395.0,1490.0,1475.0,2360.0,maruti,cng
2015,225000.0,manual,125893.0,new granite grey,fwd,5.0,3395.0,1490.0,1475.0,2360.0,maruti,cng
2014,300000.0,manual,60783.0,white,fwd,5.0,3599.0,1495.0,1700.0,2400.0,maruti,cng
2021,515000.0,manual,7270.0,brown,fwd,5.0,3655.0,1620.0,1675.0,2435.0,maruti,cng
2020,575000.0,manual,35000.0,silver,fwd,5.0,3675.0,1475.0,1825.0,2350.0,maruti,cng
2016,385000.0,manual,51000.0,white,fwd,5.0,3655.0,1620.0,1675.0,2435.0,maruti,cng
2020,500000.0,manual,34525.0,grey,fwd,5.0,3655.0,1620.0,1675.0,2435.0,maruti,cng
2016,600000.0,manual,106871.0,granite blackk,fwd,5.0,4296.0,1695.0,1685.0,2740.0,maruti,cng
2012,295000.0,manual,76000.0,brown,fwd,4.0,3595.0,1475.0,1700.0,2400.0,maruti,cng
2013,155000.0,manual,100000.0,white,fwd,5.0,3395.0,1490.0,1475.0,2360.0,maruti,cng
2010,140000.0,manual,120000.0,silver,fwd,4.0,4250.0,1670.0,1370.0,2440.0,hyundai,cng
2017,290000.0,manual,94129.0,silky silver,fwd,5.0,3430.0,1490.0,1475.0,2360.0,maruti,cng
2012,200000.0,manual,78917.0,white,fwd,4.0,3595.0,1475.0,1700.0,2400.0,maruti,cng
2015,234579.0,manual,124076.0,white,fwd,5.0,3599.0,1495.0,1700.0,2400.0,maruti,cng
2016,310000.0,manual,40562.0,white,fwd,5.0,3599.0,1495.0,1700.0,2400.0,maruti,cng
2017,375000.0,manual,45825.0,white,fwd,5.0,3599.0,1495.0,1700.0,2400.0,maruti,cng
2020,490000.0,manual,70000.0,other,fwd,5.0,3655.0,1620.0,1675.0,2435.0,maruti,cng
2018,450000.0,manual,46000.0,grey,rwd,5.0,3675.0,1475.0,1800.0,2350.0,maruti,cng
2020,540000.0,manual,95000.0,white,fwd,5.0,3695.0,1600.0,1560.0,2425.0,maruti,cng
2022,625699.0,manual,20000.0,white,fwd,5.0,3675.0,1475.0,1825.0,2350.0,maruti,cng
2018,440000.0,manual,40000.0,white,rwd,5.0,3675.0,1475.0,1825.0,2350.0,maruti,cng
2012,271156.0,manual,65337.0,silky silver,fwd,4.0,3595.0,1475.0,1700.0,2400.0,maruti,cng
2010,160000.0,manual,45022.0,bright red,fwd,5.0,3600.0,1475.0,1595.0,2360.0,maruti,cng
2019,370000.0,manual,70000.0,gray,rwd,5.0,3675.0,1475.0,1825.0,2350.0,maruti,cng
2015,263928.0,manual,51382.0,white,fwd,5.0,3599.0,1495.0,1700.0,2400.0,maruti,cng
2010,130000.0,manual,120000.0,other,fwd,4.0,4250.0,1670.0,1370.0,2440.0,hyundai,cng
2020,600000.0,manual,12000.0,white,fwd,5.0,3655.0,1620.0,1675.0,2435.0,maruti,cng
2012,255000.0,manual,120000.0,silver,fwd,4.0,3595.0,1475.0,1700.0,2400.0,maruti,cng
2011,155128.0,manual,89558.0,silver,fwd,4.0,3595.0,1475.0,1700.0,2400.0,maruti,cng
2019,475000.0,manual,28000.0,silver,rwd,5.0,3675.0,1475.0,1825.0,2350.0,maruti,cng
2016,465000.0,manual,42000.0,grey,fwd,5.0,3600.0,1600.0,1560.0,2425.0,maruti,cng
2011,110000.0,manual,90000.0,red,2wd,5.0,3495.0,1475.0,1460.0,2360.0,maruti,cng
2018,439276.0,manual,53959.0,silver,fwd,5.0,3599.0,1495.0,1700.0,2400.0,maruti,cng
2014,319430.0,manual,51413.0,glistening grey,fwd,5.0,3599.0,1495.0,1700.0,2400.0,maruti,cng
2014,350000.0,manual,42813.0,bakers chocolate,fwd,5.0,3599.0,1495.0,1700.0,2400.0,maruti,cng
2021,530000.0,manual,32554.0,white,fwd,5.0,3655.0,1620.0,1675.0,2435.0,maruti,cng
2012,150000.0,manual,117468.0,silver,fwd,4.0,3595.0,1475.0,1700.0,2400.0,maruti,cng
2019,500000.0,manual,70000.0,white,fwd,5.0,3655.0,1620.0,1675.0,2435.0,maruti,cng
2016,436111.0,manual,94694.0,grey,fwd,5.0,3600.0,1600.0,1560.0,2425.0,maruti,cng
2018,510448.0,manual,30272.0,grey,fwd,5.0,3695.0,1600.0,1560.0,2425.0,maruti,cng
2016,419000.0,manual,75062.0,silver,fwd,5.0,3600.0,1600.0,1560.0,2425.0,maruti,cng
2011,120000.0,manual,76550.0,silver,fwd,4.0,3595.0,1475.0,1700.0,2400.0,maruti,cng
2015,250000.0,manual,48422.0,superior white,fwd,5.0,3395.0,1490.0,1475.0,2360.0,maruti,cng
2012,270909.0,manual,54741.0,glistening grey,fwd,4.0,3595.0,1475.0,1700.0,2400.0,maruti,cng
2010,158101.0,manual,138733.0,dusky brown,fwd,5.0,3600.0,1475.0,1595.0,2360.0,maruti,cng
2012,192761.0,manual,57739.0,white,rwd,5.0,3675.0,1475.0,1800.0,2350.0,maruti,cng
2019,450000.0,manual,29069.0,white,fwd,5.0,3599.0,1495.0,1700.0,2400.0,maruti,cng
2015,695000.0,manual,76035.0,silver,fwd,5.0,4265.0,1695.0,1685.0,2740.0,maruti,cng
2014,145539.0,manual,56985.0,white,rwd,4.0,3164.0,1750.0,1652.0,2230.0,tata,cng
2021,820000.0,manual,46907.0,metallic silky silver,fwd,5.0,4395.0,1735.0,1690.0,2740.0,maruti,cng
2012,300000.0,manual,45094.0,glistening grey,fwd,4.0,3595.0,1475.0,1700.0,2400.0,maruti,cng
2021,750000.0,manual,40247.0,white,fwd,4.0,3995.0,1680.0,1520.0,2450.0,hyundai,cng
2013,150000.0,manual,142469.0,white,fwd,5.0,3395.0,1490.0,1475.0,2360.0,maruti,cng
2012,270909.0,manual,95221.0,silky silver,fwd,4.0,3595.0,1475.0,1700.0,2400.0,maruti,cng
2016,590000.0,manual,67900.0,granite grey,fwd,5.0,4296.0,1695.0,1685.0,2740.0,maruti,cng
2015,320000.0,manual,85411.0,bakers chocolate,fwd,5.0,3599.0,1495.0,1700.0,2400.0,maruti,cng
2019,520000.0,manual,8484.0,fiery red,fwd,5.0,3610.0,1645.0,1560.0,2400.0,hyundai,cng
2013,299001.0,manual,71144.0,red,fwd,4.0,3595.0,1475.0,1700.0,2400.0,maruti,cng
2012,192872.0,manual,88191.0,glistening grey,fwd,4.0,3595.0,1475.0,1700.0,2400.0,maruti,cng
2022,650000.0,manual,1332.0,grey,fwd,5.0,3655.0,1620.0,1675.0,2435.0,maruti,cng
2018,450000.0,manual,47600.0,typhoon silver,fwd,5.0,3610.0,1645.0,1560.0,2400.0,hyundai,cng
2019,450000.0,manual,23168.0,star dust,fwd,5.0,3610.0,1645.0,1560.0,2400.0,hyundai,cng
2016,315000.0,manual,180278.0,bakers chocolate,fwd,5.0,3599.0,1495.0,1700.0,2400.0,maruti,cng
2015,607089.0,manual,204603.0,red,fwd,5.0,4265.0,1695.0,1685.0,2740.0,maruti,cng
2015,239471.0,manual,71967.0,silver,fwd,5.0,3599.0,1495.0,1700.0,2400.0,maruti,cng
2014,271769.0,manual,97720.0,superior white,fwd,5.0,3395.0,1490.0,1475.0,2360.0,maruti,cng
2020,898457.0,manual,40073.0,metallic silky silver,fwd,5.0,4395.0,1735.0,1690.0,2740.0,maruti,cng
2015,285000.0,manual,135606.0,silver,fwd,5.0,3600.0,1600.0,1560.0,2425.0,maruti,cng
2020,560000.0,manual,39500.0,silver,fwd,5.0,3695.0,1600.0,1560.0,2425.0,maruti,cng
2014,280000.0,manual,64415.0,silver,fwd,5.0,3599.0,1495.0,1700.0,2400.0,maruti,cng
2022,791000.0,manual,7000.0,blue,fwd,5.0,3805.0,1680.0,1520.0,2450.0,hyundai,cng
2017,350000.0,manual,58539.0,silver,fwd,5.0,3599.0,1495.0,1700.0,2400.0,maruti,cng
2017,340000.0,manual,128769.0,white,fwd,5.0,3599.0,1495.0,1700.0,2400.0,maruti,cng
2016,280000.0,manual,90000.0,gray,fwd,5.0,3599.0,1495.0,1700.0,2400.0,maruti,cng
2014,325000.0,manual,52000.0,white,fwd,5.0,3655.0,1620.0,1675.0,2435.0,maruti,cng
2018,380000.0,manual,74547.0,bakers chocolate,fwd,5.0,3599.0,1495.0,1700.0,2400.0,maruti,cng
2021,715000.0,manual,20000.0,gray,fwd,4.0,3995.0,1680.0,1520.0,2450.0,hyundai,cng
2016,300000.0,manual,51106.0,white,fwd,5.0,3599.0,1495.0,1700.0,2400.0,maruti,cng
2017,650000.0,manual,102425.0,silky silver,fwd,5.0,4296.0,1695.0,1685.0,2740.0,maruti,cng
2010,230375.0,manual,110000.0,silver,fwd,4.0,4540.0,1760.0,1480.0,2600.0,toyota,cng
2022,1028000.0,manual,50000.0,white,fwd,5.0,4395.0,1735.0,1690.0,2740.0,maruti,cng
2014,360000.0,manual,65000.0,silver,fwd,5.0,3655.0,1620.0,1675.0,2435.0,maruti,cng
2020,645000.0,manual,20400.0,typhoon silver,fwd,5.0,3805.0,1680.0,1520.0,2450.0,hyundai,cng
2017,330000.0,manual,47482.0,glistening grey,fwd,5.0,3599.0,1495.0,1700.0,2400.0,maruti,cng
2021,500000.0,manual,56152.0,metallic glistening grey,fwd,5.0,3675.0,1475.0,1825.0,2350.0,maruti,cng
2014,235000.0,manual,96972.0,silver,fwd,5.0,3599.0,1495.0,1700.0,2400.0,maruti,cng
2012,200000.0,manual,40807.0,blue,fwd,4.0,3595.0,1475.0,1700.0,2400.0,maruti,cng
2011,150000.0,manual,142607.0,white,fwd,4.0,3595.0,1475.0,1700.0,2400.0,maruti,cng
2022,700000.0,manual,10248.0,grey,fwd,5.0,3765.0,1677.0,1535.0,2400.0,tata,cng
2019,400000.0,manual,44037.0,white,rwd,5.0,3675.0,1475.0,1825.0,2350.0,maruti,cng
2018,375000.0,manual,50000.0,white,fwd,5.0,3599.0,1495.0,1700.0,2400.0,maruti,cng
2021,600000.0,manual,35000.0,white,fwd,5.0,3655.0,1620.0,1675.0,2435.0,maruti,cng
2022,832498.0,manual,7508.0,red,fwd,4.0,3993.0,1677.0,1532.0,2450.0,tata,cng
2022,900000.0,manual,10500.0,white,fwd,4.0,3995.0,1680.0,1520.0,2450.0,hyundai,cng
2014,240000.0,manual,82264.0,fire brick red,fwd,5.0,3545.0,1515.0,1475.0,2360.0,maruti,cng
2014,375000.0,manual,55000.0,white,fwd,5.0,3655.0,1620.0,1675.0,2435.0,maruti,cng
2015,369000.0,manual,64000.0,silver,fwd,5.0,3655.0,1620.0,1675.0,2435.0,maruti,cng
2012,175000.0,manual,105503.0,white,fwd,5.0,3600.0,1475.0,1595.0,2360.0,maruti,cng
2018,320000.0,manual,142244.0,bakers chocolate,fwd,5.0,3599.0,1495.0,1700.0,2400.0,maruti,cng
2020,350000.0,manual,1541.0,uptown red,fwd,5.0,3445.0,1490.0,1475.0,2360.0,maruti,cng
2022,1200000.0,manual,15000.0,white,2wd,5.0,4445.0,1775.0,1755.0,2740.0,maruti,cng
2020,350000.0,manual,42158.0,grey,fwd,5.0,3675.0,1475.0,1825.0,2350.0,maruti,cng
2019,325000.0,manual,90000.0,white,fwd,5.0,3430.0,1490.0,1475.0,2360.0,maruti,cng
2020,630000.0,manual,40000.0,aqua teal,fwd,5.0,3805.0,1680.0,1520.0,2450.0,hyundai,cng
2019,585000.0,manual,56000.0,silver,fwd,5.0,3655.0,1620.0,1675.0,2435.0,maruti,cng
2022,670000.0,manual,1008.0,white,fwd,5.0,3695.0,1655.0,1555.0,2435.0,maruti,cng
2014,345000.0,manual,71400.0,brown,fwd,5.0,3599.0,1495.0,1700.0,2400.0,maruti,cng
2015,399999.0,manual,49500.0,brown,fwd,5.0,3599.0,1495.0,1700.0,2400.0,maruti,cng
2015,350000.0,manual,124502.0,glistening grey,fwd,5.0,3599.0,1495.0,1700.0,2400.0,maruti,cng
2018,400000.0,manual,79153.0,polar white,fwd,4.0,3995.0,1660.0,1520.0,2425.0,hyundai,cng
2010,200000.0,manual,81982.0,midnight black,fwd,4.0,4490.0,1735.0,1550.0,2500.0,maruti,cng
2022,550000.0,manual,11808.0,white,fwd,5.0,3695.0,1655.0,1555.0,2435.0,maruti,cng
2021,1075000.0,manual,37818.0,grey,fwd,5.0,4395.0,1735.0,1690.0,2740.0,maruti,cng
2017,500000.0,manual,33356.0,white,rwd,5.0,3675.0,1475.0,1825.0,2350.0,maruti,cng
2016,400000.0,manual,48752.0,grey,fwd,5.0,3600.0,1600.0,1560.0,2425.0,maruti,cng
2015,300700.0,manual,70000.0,silver,fwd,5.0,3600.0,1600.0,1560.0,2425.0,maruti,cng
2018,475000.0,manual,17519.0,blue,fwd,5.0,3655.0,1620.0,1675.0,2435.0,maruti,cng
2016,350000.0,manual,73080.0,grey,fwd,5.0,3600.0,1600.0,1560.0,2425.0,maruti,cng
2019,200000.0,manual,35000.0,blue,rwd,4.0,2752.0,1312.0,1652.0,1925.0,bajaj,cng
2022,700000.0,manual,50000.0,white,fwd,4.0,3995.0,1660.0,1520.0,2425.0,hyundai,cng
2018,410000.0,manual,52000.0,red,fwd,5.0,3599.0,1495.0,1700.0,2400.0,maruti,cng
2016,300000.0,manual,61852.0,white,fwd,5.0,3599.0,1495.0,1700.0,2400.0,maruti,cng
2016,300000.0,manual,45708.0,glistening grey,fwd,5.0,3599.0,1495.0,1700.0,2400.0,maruti,cng
2013,250000.0,manual,39952.0,silver,fwd,5.0,3599.0,1495.0,1700.0,2400.0,maruti,cng
2016,285000.0,manual,78221.0,white,fwd,5.0,3599.0,1495.0,1700.0,2400.0,maruti,cng
2013,200000.0,manual,68588.0,white,fwd,5.0,3599.0,1495.0,1700.0,2400.0,maruti,cng
2014,300000.0,manual,50957.0,glistening grey,fwd,5.0,3599.0,1495.0,1700.0,2400.0,maruti,cng
2022,650000.0,manual,3721.0,white,fwd,5.0,3655.0,1620.0,1675.0,2435.0,maruti,cng
2015,250000.0,manual,154835.0,glistening grey,fwd,5.0,3599.0,1495.0,1700.0,2400.0,maruti,cng
2019,480000.0,manual,42298.0,grey,fwd,5.0,3655.0,1620.0,1675.0,2435.0,maruti,cng
2017,700000.0,manual,33176.0,blue,fwd,5.0,4296.0,1695.0,1685.0,2740.0,maruti,cng
2016,220000.0,manual,44472.0,superior white,fwd,5.0,3545.0,1515.0,1475.0,2360.0,maruti,cng
2022,711000.0,manual,11350.0,grey,fwd,4.0,3993.0,1677.0,1532.0,2450.0,tata,cng
2013,161205.0,manual,156785.0,silver,fwd,5.0,3599.0,1495.0,1700.0,2400.0,maruti,cng
2021,665034.0,manual,42424.0,white,fwd,4.0,3995.0,1680.0,1520.0,2450.0,hyundai,cng
2015,320000.0,manual,60000.0,silver,fwd,5.0,3599.0,1495.0,1700.0,2400.0,maruti,cng
2012,190000.0,manual,54519.0,superior white,fwd,4.0,3595.0,1475.0,1700.0,2400.0,maruti,cng
2018,377000.0,manual,37160.0,silver,fwd,5.0,3599.0,1495.0,1700.0,2400.0,maruti,cng
2017,750000.0,manual,47454.0,white,fwd,5.0,4296.0,1695.0,1685.0,2740.0,maruti,cng
2011,130000.0,manual,91098.0,white,2wd,5.0,3495.0,1475.0,1460.0,2360.0,maruti,cng
2013,180000.0,manual,114890.0,silver,rwd,5.0,3675.0,1475.0,1800.0,2350.0,maruti,cng
2015,650000.0,manual,82131.0,superior white,fwd,5.0,4296.0,1695.0,1685.0,2740.0,maruti,cng
2013,150000.0,manual,55398.0,white,fwd,5.0,3395.0,1490.0,1475.0,2360.0,maruti,cng
2016,250000.0,manual,77591.0,white,fwd,5.0,3599.0,1495.0,1700.0,2400.0,maruti,cng
2021,725000.0,manual,29566.0,white,fwd,4.0,3995.0,1680.0,1520.0,2450.0,hyundai,cng
2012,150000.0,manual,76302.0,white,fwd,4.0,3595.0,1475.0,1700.0,2400.0,maruti,cng
2021,900000.0,manual,20415.0,metallic silky silver,fwd,5.0,4395.0,1735.0,1690.0,2740.0,maruti,cng
2020,500000.0,manual,31877.0,fiery red,fwd,5.0,3610.0,1645.0,1560.0,2400.0,hyundai,cng
2012,175000.0,manual,54171.0,glistening grey,fwd,4.0,3595.0,1475.0,1700.0,2400.0,maruti,cng
2017,370000.0,manual,65539.0,white,rwd,5.0,3675.0,1475.0,1825.0,2350.0,maruti,cng
2020,1000000.0,manual,36272.0,pearl arctic white,fwd,5.0,4395.0,1735.0,1690.0,2740.0,maruti,cng
2012,185000.0,manual,86835.0,silver,fwd,4.0,3595.0,1475.0,1700.0,2400.0,maruti,cng
2019,410000.0,manual,77933.0,grey,fwd,5.0,3599.0,1495.0,1700.0,2400.0,maruti,cng
2020,440000.0,manual,50000.0,white,fwd,5.0,3695.0,1600.0,1560.0,2425.0,maruti,cng
2016,300000.0,manual,147265.0,white,fwd,5.0,3599.0,1495.0,1700.0,2400.0,maruti,cng
2019,479196.0,manual,26882.0,glistening grey,fwd,5.0,3695.0,1600.0,1560.0,2425.0,maruti,cng
2014,250000.0,manual,130540.0,superior white,fwd,5.0,3545.0,1515.0,1475.0,2360.0,maruti,cng
