myear,price,transmission,km,Color,Drive Type,Doors,Length,Width,Height,Wheel Base,brand,fuel
2016,3300000.0,automatic,120036.0,cavansite blue,awd,5.0,4656.0,1890.0,1639.0,2873.0,mercedes-benz,diesel
2012,950000.0,automatic,124277.0,white,rwd,4.0,4852.0,1822.0,1483.0,2854.0,mercedes-benz,diesel
2009,750000.0,automatic,23935.0,metallic obsidian black,rwd,4.0,5206.0,1871.0,1473.0,3165.0,mercedes-benz,petrol
2013,2500000.0,automatic,74781.0,calcite white,awd,5.0,5099.0,1920.0,1840.0,3075.0,mercedes-benz,diesel
2010,500000.0,automatic,39932.0,silver,rwd,4.0,4591.0,1770.0,1447.0,2760.0,mercedes-benz,petrol
2017,3850000.0,automatic,49585.0,black,awd,5.0,4656.0,1890.0,1639.0,2873.0,mercedes-benz,petrol
2014,775000.0,automatic,45115.0,jupiter red,fwd,5.0,4359.0,2010.0,1557.0,2699.0,mercedes-benz,diesel
2016,2750000.0,automatic,30157.0,jupiter red,awd,5.0,4417.0,1804.0,1494.0,2699.0,mercedes-benz,petrol
2011,600000.0,automatic,61522.0,silver,rwd,4.0,4591.0,1770.0,1447.0,2760.0,mercedes-benz,petrol
2015,1635000.0,automatic,92000.0,white,awd,5.0,4445.0,1804.0,1479.0,2699.0,mercedes-benz,petrol
2014,1350000.0,automatic,57000.0,red,fwd,5.0,4359.0,2010.0,1557.0,2699.0,mercedes-benz,petrol
2016,4200000.0,automatic,2900.0,grey,awd,5.0,4445.0,1804.0,1479.0,2699.0,mercedes-benz,petrol
2022,4175000.0,automatic,28000.0,grey,fwd,4.0,4549.0,1992.0,1446.0,2729.0,mercedes-benz,petrol
2019,3200000.0,automatic,30000.0,red,2wd,5.0,4424.0,1804.0,1494.0,2699.0,mercedes-benz,petrol
2018,4799000.0,automatic,52000.0,black,awd,5.0,4819.0,2141.0,1796.0,2915.0,mercedes-benz,diesel
2012,875000.0,automatic,55111.0,maroon,rwd,4.0,4868.0,1854.0,1471.0,2874.0,mercedes-benz,diesel
2018,3795000.0,automatic,30000.0,white,rwd,4.0,4596.0,1770.0,1447.0,2760.0,mercedes-benz,diesel
2020,7900000.0,automatic,18000.0,blue,awd,5.0,4924.0,2157.0,1772.0,2995.0,mercedes-benz,diesel
2019,7300000.0,automatic,7700.0,blue,rwd,5.0,5140.0,1928.0,1901.0,3200.0,mercedes-benz,diesel
2020,4475000.0,automatic,30000.0,blue,rwd,4.0,4686.0,2020.0,1442.0,2840.0,mercedes-benz,petrol
2013,975000.0,automatic,44000.0,red,fwd,5.0,4299.0,1780.0,1433.0,2699.0,mercedes-benz,petrol
2022,7100000.0,automatic,6000.0,silver,awd,5.0,4658.0,1890.0,1644.0,2873.0,mercedes-benz,diesel
2014,1695000.0,automatic,27000.0,brown,rwd,4.0,4879.0,1854.0,1474.0,2874.0,mercedes-benz,diesel
2018,5075000.0,automatic,37000.0,brown,awd,5.0,4819.0,2141.0,1796.0,2915.0,mercedes-benz,diesel
2011,690000.0,automatic,86000.0,silver,rwd,4.0,4686.0,2020.0,1442.0,2840.0,mercedes-benz,petrol
2020,4350000.0,automatic,28000.0,grey,rwd,4.0,4686.0,2020.0,1442.0,2840.0,mercedes-benz,diesel
2019,4275000.0,automatic,21000.0,golden,rwd,4.0,4686.0,2020.0,1442.0,2840.0,mercedes-benz,diesel
2010,799000.0,automatic,68000.0,white,awd,5.0,4780.0,1911.0,1779.0,2915.0,mercedes-benz,petrol
2015,1245000.0,automatic,45000.0,white,fwd,5.0,4292.0,1780.0,1433.0,2699.0,mercedes-benz,petrol
2019,3200000.0,automatic,9700.0,white,2wd,5.0,4424.0,1804.0,1494.0,2699.0,mercedes-benz,diesel
2016,1195000.0,automatic,58000.0,grey,fwd,5.0,4393.0,1786.0,1557.0,2699.0,mercedes-benz,diesel
2020,6675000.0,automatic,69000.0,blue,awd,5.0,4924.0,2157.0,1772.0,2995.0,mercedes-benz,diesel
2009,1550000.0,automatic,94000.0,grey,rwd,4.0,5206.0,1871.0,1473.0,3165.0,mercedes-benz,diesel
2018,4300000.0,automatic,90753.0,brown,rwd,4.0,5063.0,1860.0,1494.0,3079.0,mercedes-benz,petrol
2018,5200000.0,automatic,23783.0,white,rwd,4.0,5063.0,1860.0,1494.0,3079.0,mercedes-benz,diesel
2016,3900000.0,automatic,80000.0,white,awd,5.0,4819.0,2141.0,1796.0,2915.0,mercedes-benz,diesel
2018,5590000.0,automatic,24794.0,white,rwd,4.0,5063.0,1860.0,1494.0,3079.0,mercedes-benz,diesel
2014,2989000.0,automatic,95800.0,white,awd,5.0,4606.0,1976.0,1969.0,2850.0,mercedes-benz,diesel
2018,4999999.0,automatic,33000.0,grey,rwd,4.0,5063.0,1860.0,1494.0,3079.0,mercedes-benz,diesel
2017,2699000.0,automatic,53000.0,white,rwd,4.0,4686.0,2020.0,1442.0,2840.0,mercedes-benz,diesel
2017,4400000.0,automatic,45000.0,white,awd,5.0,4656.0,1890.0,1639.0,2873.0,mercedes-benz,diesel
2008,710000.0,automatic,75727.0,black,rwd,4.0,4686.0,2020.0,1442.0,2840.0,mercedes-benz,diesel
2014,1950000.0,automatic,93000.0,white,awd,5.0,4817.0,2141.0,1762.0,2915.0,mercedes-benz,diesel
2014,1399000.0,automatic,46000.0,white,awd,5.0,4417.0,1804.0,1494.0,2699.0,mercedes-benz,diesel
2018,4775000.0,automatic,15000.0,silver,rwd,4.0,5063.0,1860.0,1494.0,3079.0,mercedes-benz,diesel
2013,975000.0,automatic,40000.0,silver,rwd,4.0,4591.0,1770.0,1447.0,2760.0,mercedes-benz,diesel
2016,2100000.0,automatic,95000.0,white,rwd,4.0,4686.0,2020.0,1442.0,2840.0,mercedes-benz,petrol
2018,3225000.0,automatic,34000.0,red,awd,5.0,4424.0,1804.0,1494.0,2699.0,mercedes-benz,diesel
2014,1995000.0,automatic,82000.0,grey,awd,5.0,4817.0,2141.0,1762.0,2915.0,mercedes-benz,diesel
2021,6050000.0,automatic,17000.0,blue,awd,5.0,4658.0,1890.0,1644.0,2873.0,mercedes-benz,petrol
2020,4350000.0,automatic,29900.0,silver,rwd,4.0,4686.0,2020.0,1442.0,2840.0,mercedes-benz,diesel
2014,1800000.0,automatic,60225.0,black,rwd,4.0,4879.0,2071.0,1474.0,2874.0,mercedes-benz,diesel
2017,2700000.0,automatic,45033.0,blue,rwd,4.0,4686.0,2020.0,1442.0,2840.0,mercedes-benz,petrol
2011,1000000.0,automatic,126363.0,white,rwd,4.0,4686.0,2020.0,1442.0,2840.0,mercedes-benz,diesel
2009,645000.0,automatic,16700.0,golden,rwd,4.0,4596.0,1770.0,1447.0,2760.0,mercedes-benz,petrol
2015,2199000.0,automatic,41510.0,silver,rwd,4.0,4868.0,1854.0,1471.0,2874.0,mercedes-benz,diesel
2019,4550000.0,automatic,50000.0,red,awd,5.0,4658.0,1890.0,1644.0,2873.0,mercedes-benz,diesel
2016,2800000.0,automatic,82306.0,white,awd,5.0,4656.0,1890.0,1639.0,2873.0,mercedes-benz,diesel
2014,2275000.0,automatic,58000.0,black,rwd,4.0,4879.0,2071.0,1474.0,2874.0,mercedes-benz,petrol
2017,5800000.0,automatic,59002.0,blue,awd,5.0,5130.0,2141.0,1850.0,3075.0,mercedes-benz,diesel
2015,1990000.0,automatic,55000.0,white,awd,5.0,4417.0,1804.0,1494.0,2699.0,mercedes-benz,petrol
2010,700000.0,automatic,108781.0,red,rwd,4.0,5226.0,1871.0,1479.0,3165.0,mercedes-benz,diesel
2021,8800000.0,automatic,26000.0,grey,awd,5.0,4924.0,2157.0,1772.0,2995.0,mercedes-benz,diesel
2017,3550000.0,automatic,49000.0,violet,awd,5.0,4656.0,1890.0,1639.0,2873.0,mercedes-benz,diesel
2021,4100000.0,automatic,28655.0,polar white,fwd,4.0,4549.0,1992.0,1446.0,2729.0,mercedes-benz,diesel
2018,2150000.0,automatic,41688.0,jupiter red,fwd,4.0,4630.0,1777.0,1432.0,2699.0,mercedes-benz,diesel
2014,1651000.0,automatic,80228.0,white,rwd,4.0,4879.0,1854.0,1474.0,2874.0,mercedes-benz,diesel
2015,1450000.0,automatic,65003.0,red,awd,5.0,4417.0,1804.0,1494.0,2699.0,mercedes-benz,diesel
2015,1652000.0,automatic,48000.0,grey,fwd,4.0,4630.0,2032.0,1432.0,2699.0,mercedes-benz,diesel
2013,1300000.0,automatic,41000.0,brown,rwd,4.0,4591.0,1770.0,1447.0,2760.0,mercedes-benz,diesel
2013,1000000.0,automatic,105064.0,black,rwd,4.0,4591.0,1770.0,1447.0,2760.0,mercedes-benz,diesel
2015,1900000.0,automatic,60852.0,red,fwd,4.0,4630.0,2032.0,1432.0,2699.0,mercedes-benz,diesel
2017,3100000.0,automatic,49301.0,cavansite blue,awd,5.0,4656.0,1890.0,1639.0,2873.0,mercedes-benz,petrol
2021,4890000.0,automatic,5500.0,blue,rwd,4.0,4686.0,2020.0,1442.0,2840.0,mercedes-benz,petrol
2007,450000.0,automatic,40206.0,silver,rwd,4.0,4818.0,1822.0,1420.0,2854.0,mercedes-benz,petrol
2015,2675000.0,automatic,45000.0,white,awd,5.0,4817.0,2141.0,1762.0,2915.0,mercedes-benz,diesel
2020,4475000.0,automatic,30000.0,blue,rwd,4.0,4686.0,2020.0,1442.0,2840.0,mercedes-benz,petrol
2011,1062994.0,automatic,119014.0,calcite white,rwd,4.0,4868.0,1854.0,1471.0,2874.0,mercedes-benz,diesel
2019,3702000.0,automatic,45000.0,white,rwd,4.0,4686.0,2020.0,1442.0,2840.0,mercedes-benz,petrol
2014,1900000.0,automatic,26575.0,black,rwd,4.0,4879.0,1854.0,1474.0,2874.0,mercedes-benz,diesel
2014,2585000.0,automatic,71272.0,white,rwd,4.0,4879.0,2071.0,1474.0,2874.0,mercedes-benz,diesel
2015,2200000.0,automatic,28000.0,white,rwd,4.0,4591.0,1770.0,1447.0,2760.0,mercedes-benz,diesel
2008,650000.0,manual,34000.0,grey,rwd,4.0,4596.0,1770.0,1447.0,2760.0,mercedes-benz,petrol
2015,1952000.0,automatic,54000.0,silver,rwd,4.0,4591.0,1770.0,1447.0,2760.0,mercedes-benz,diesel
2015,2100000.0,automatic,83569.0,polar white,rwd,4.0,4879.0,2071.0,1474.0,2874.0,mercedes-benz,diesel
2014,2050000.0,automatic,53800.0,brown,awd,5.0,4417.0,1804.0,1494.0,2699.0,mercedes-benz,diesel
2016,2000000.0,automatic,67675.0,blue,rwd,4.0,4686.0,2020.0,1442.0,2840.0,mercedes-benz,diesel
2018,5000000.0,automatic,119980.0,polar white,awd,5.0,4819.0,2141.0,1796.0,2915.0,mercedes-benz,diesel
2018,3500000.0,automatic,26343.0,designo hyacinth red metallic,rwd,4.0,4686.0,2020.0,1442.0,2840.0,mercedes-benz,diesel
2017,4555000.0,automatic,61000.0,grey,awd,5.0,4819.0,2141.0,1796.0,2915.0,mercedes-benz,diesel
2011,1000000.0,automatic,60812.0,obsidian black metallic,2wd,4.0,4868.0,1854.0,1471.0,2874.0,mercedes-benz,petrol
2018,3000000.0,automatic,29000.0,blue,rwd,4.0,4591.0,1770.0,1447.0,2760.0,mercedes-benz,diesel
2018,2100000.0,automatic,36943.0,cirrus white,2wd,5.0,4424.0,1804.0,1494.0,2699.0,mercedes-benz,diesel
2013,1800000.0,automatic,65820.0,white,rwd,4.0,4879.0,1854.0,1474.0,2874.0,mercedes-benz,diesel
2014,1900000.0,automatic,45440.0,grey,rwd,4.0,4879.0,2071.0,1474.0,2874.0,mercedes-benz,petrol
2017,2450000.0,automatic,51000.0,red,fwd,4.0,4630.0,1777.0,1432.0,2699.0,mercedes-benz,diesel
2014,1600000.0,automatic,92825.0,polar white,awd,5.0,4817.0,2141.0,1762.0,2915.0,mercedes-benz,diesel
2016,3745000.0,automatic,80000.0,blue,awd,5.0,4819.0,2141.0,1796.0,2915.0,mercedes-benz,diesel
2017,3245000.0,automatic,35000.0,red,awd,5.0,4424.0,1804.0,1494.0,2699.0,mercedes-benz,diesel
2009,600000.0,automatic,89828.0,white,rwd,4.0,4591.0,1770.0,1447.0,2760.0,mercedes-benz,petrol
2015,1400000.0,automatic,138781.0,dolomite brown,rwd,4.0,4879.0,2071.0,1474.0,2874.0,mercedes-benz,diesel
2011,852068.0,automatic,98127.0,silver,rwd,4.0,4591.0,1770.0,1447.0,2760.0,mercedes-benz,diesel
2017,3850000.0,automatic,49658.0,black,awd,5.0,4656.0,1890.0,1639.0,2873.0,mercedes-benz,petrol
2011,700000.0,automatic,123110.0,black,rwd,4.0,4591.0,1770.0,1447.0,2760.0,mercedes-benz,petrol
2016,1600000.0,automatic,70961.0,white,awd,5.0,4417.0,2022.0,1494.0,2699.0,mercedes-benz,petrol
2014,1300000.0,automatic,80000.0,silver,rwd,4.0,4879.0,2071.0,1474.0,2874.0,mercedes-benz,diesel
2015,3200000.0,automatic,140000.0,black,awd,5.0,5120.0,2141.0,1850.0,3075.0,mercedes-benz,diesel
2017,5520000.0,automatic,48813.0,obsidian black,awd,5.0,5130.0,2141.0,1850.0,3075.0,mercedes-benz,diesel
2014,1566894.0,automatic,71987.0,palladium silver,rwd,4.0,4879.0,2071.0,1474.0,2874.0,mercedes-benz,diesel
2016,2500000.0,automatic,47000.0,white,fwd,4.0,4630.0,1777.0,1432.0,2699.0,mercedes-benz,diesel
2014,2000000.0,automatic,48367.0,red,awd,5.0,4417.0,1804.0,1494.0,2699.0,mercedes-benz,diesel
2013,1150000.0,automatic,74500.0,white,rwd,4.0,4591.0,1770.0,1447.0,2760.0,mercedes-benz,diesel
2019,2999999.0,automatic,25300.0,blue,fwd,4.0,4630.0,1777.0,1432.0,2699.0,mercedes-benz,diesel
2012,1100000.0,automatic,58536.0,brown,rwd,4.0,4686.0,2020.0,1442.0,2840.0,mercedes-benz,diesel
2017,3250000.0,automatic,34000.0,red,awd,5.0,4424.0,1804.0,1494.0,2699.0,mercedes-benz,diesel
2014,1500000.0,automatic,56460.0,black,rwd,4.0,4879.0,2071.0,1474.0,2874.0,mercedes-benz,diesel
2015,1450000.0,automatic,78055.0,cirrus white,fwd,5.0,4393.0,1786.0,1557.0,2699.0,mercedes-benz,diesel
2022,7200000.0,automatic,6000.0,silver,awd,5.0,4658.0,1890.0,1644.0,2873.0,mercedes-benz,diesel
2009,850000.0,automatic,150000.0,silver,rwd,4.0,4852.0,1822.0,1483.0,2854.0,mercedes-benz,diesel
2010,965000.0,manual,49000.0,white,rwd,4.0,4868.0,1854.0,1471.0,2874.0,mercedes-benz,petrol
2016,3799000.0,automatic,64000.0,white,awd,5.0,4819.0,2141.0,1796.0,2915.0,mercedes-benz,diesel
2012,1025000.0,automatic,82000.0,white,rwd,4.0,4686.0,2020.0,1442.0,2840.0,mercedes-benz,diesel
2015,2200000.0,automatic,55783.0,white,fwd,4.0,4630.0,2032.0,1432.0,2699.0,mercedes-benz,diesel
2015,1150000.0,automatic,35800.0,silver,fwd,5.0,4359.0,2010.0,1557.0,2699.0,mercedes-benz,diesel
2022,6499000.0,automatic,6563.0,white,awd,5.0,4658.0,1890.0,1644.0,2873.0,mercedes-benz,diesel
2016,1895000.0,automatic,67000.0,white,fwd,4.0,4630.0,1777.0,1432.0,2699.0,mercedes-benz,diesel
2014,1250000.0,automatic,40000.0,white,rwd,4.0,4596.0,1770.0,1447.0,2760.0,mercedes-benz,diesel
2016,3795000.0,automatic,65000.0,white,awd,5.0,4819.0,2141.0,1796.0,2915.0,mercedes-benz,diesel
2013,1100000.0,automatic,18329.0,black,rwd,4.0,4591.0,1770.0,1447.0,2760.0,mercedes-benz,petrol
2013,1000000.0,automatic,60357.0,white,rwd,4.0,4591.0,1770.0,1447.0,2760.0,mercedes-benz,diesel
2015,2525000.0,automatic,59241.0,silver,rwd,4.0,4686.0,2020.0,1442.0,2840.0,mercedes-benz,diesel
2018,4950000.0,automatic,39085.0,silver,rwd,4.0,5063.0,1860.0,1494.0,3079.0,mercedes-benz,diesel
2011,750000.0,automatic,126770.0,white,rwd,4.0,4591.0,1770.0,1447.0,2760.0,mercedes-benz,diesel
2019,2500000.0,automatic,30353.0,silver,2wd,5.0,4424.0,1804.0,1494.0,2699.0,mercedes-benz,petrol
2015,2500000.0,automatic,58002.0,polar white,awd,5.0,4817.0,2141.0,1762.0,2915.0,mercedes-benz,diesel
2011,1000000.0,automatic,83446.0,cuprite brown metallic,rwd,4.0,4868.0,1854.0,1471.0,2874.0,mercedes-benz,diesel
2015,3300000.0,automatic,60200.0,polar white,awd,5.0,4819.0,2141.0,1796.0,2915.0,mercedes-benz,diesel
2020,5999000.0,automatic,30000.0,white,rwd,4.0,5063.0,1860.0,1494.0,3079.0,mercedes-benz,diesel
2015,1980000.0,automatic,54000.0,silver,rwd,4.0,4591.0,1770.0,1447.0,2760.0,mercedes-benz,diesel
2018,3300000.0,automatic,33609.0,white,fwd,4.0,4630.0,1777.0,1432.0,2699.0,mercedes-benz,diesel
2016,2980000.0,automatic,36000.0,silver,rwd,4.0,4879.0,2071.0,1474.0,2874.0,mercedes-benz,diesel
2012,1200000.0,automatic,80000.0,brown,rwd,4.0,4591.0,1770.0,1447.0,2760.0,mercedes-benz,diesel
2010,1500000.0,automatic,51682.0,diamond white,awd,5.0,5246.0,2130.0,1496.0,3165.0,mercedes-benz,petrol
2016,2500000.0,automatic,76560.0,dolomite brown,rwd,4.0,4879.0,2071.0,1474.0,2874.0,mercedes-benz,petrol
2017,3000000.0,automatic,32866.0,polar white,rwd,4.0,5063.0,1860.0,1494.0,3079.0,mercedes-benz,diesel
2015,2000000.0,automatic,86815.0,black,rwd,4.0,4686.0,2020.0,1442.0,2840.0,mercedes-benz,diesel
2012,680000.0,automatic,62265.0,white,rwd,4.0,4591.0,1770.0,1447.0,2760.0,mercedes-benz,petrol
2011,650000.0,automatic,103801.0,black,rwd,4.0,4591.0,1770.0,1447.0,2760.0,mercedes-benz,petrol
2018,3000000.0,automatic,28337.0,silver,rwd,4.0,4686.0,2020.0,1442.0,2840.0,mercedes-benz,petrol
2013,1500000.0,automatic,26715.0,polar white,rwd,4.0,4879.0,1854.0,1474.0,2874.0,mercedes-benz,diesel
2014,1600000.0,automatic,24693.0,white,fwd,5.0,4359.0,2010.0,1557.0,2699.0,mercedes-benz,diesel
2017,3975000.0,automatic,24000.0,black,rwd,4.0,5063.0,1860.0,1494.0,3079.0,mercedes-benz,diesel
2014,2000000.0,automatic,45384.0,iridium silver,rwd,4.0,4879.0,2071.0,1474.0,2874.0,mercedes-benz,diesel
2017,2100000.0,automatic,34168.0,silver,awd,5.0,4417.0,1804.0,1494.0,2699.0,mercedes-benz,petrol
2014,2000000.0,automatic,51837.0,iridium silver,rwd,4.0,4879.0,2071.0,1474.0,2874.0,mercedes-benz,diesel
2012,1000000.0,automatic,90569.0,calcite white,rwd,4.0,4852.0,1822.0,1483.0,2854.0,mercedes-benz,diesel
2012,2000000.0,automatic,44057.0,white,rwd,4.0,5206.0,1871.0,1473.0,3165.0,mercedes-benz,petrol
2014,999000.0,automatic,68335.0,brown,rwd,4.0,4591.0,1770.0,1447.0,2760.0,mercedes-benz,diesel
2019,3951000.0,automatic,44468.0,white,rwd,4.0,4686.0,2020.0,1442.0,2840.0,mercedes-benz,diesel
2010,1651000.0,automatic,77000.0,white,rwd,4.0,5206.0,1872.0,1473.0,3165.0,mercedes-benz,petrol
2014,2000000.0,automatic,79000.0,silver,awd,5.0,4417.0,1804.0,1494.0,2699.0,mercedes-benz,diesel
2010,750000.0,manual,73000.0,grey,rwd,4.0,4868.0,1854.0,1471.0,2874.0,mercedes-benz,petrol
2019,4200000.0,automatic,19794.0,mojave silver,rwd,4.0,4686.0,2020.0,1442.0,2840.0,mercedes-benz,diesel
2018,2465000.0,automatic,25898.0,red,rwd,4.0,4686.0,2020.0,1442.0,2840.0,mercedes-benz,diesel
2015,1444444.0,automatic,61000.0,red,fwd,4.0,4630.0,1777.0,1432.0,2699.0,mercedes-benz,diesel
2018,4850000.0,automatic,40000.0,white,awd,5.0,4656.0,1890.0,1639.0,2873.0,mercedes-benz,diesel
2012,1200000.0,automatic,86266.0,black,rwd,4.0,4852.0,1822.0,1483.0,2854.0,mercedes-benz,diesel
2015,1650000.0,automatic,50000.0,grey,fwd,4.0,4630.0,2032.0,1432.0,2699.0,mercedes-benz,diesel
2018,6300000.0,automatic,6300000.0,blue,awd,5.0,5130.0,2141.0,1850.0,3075.0,mercedes-benz,diesel
2014,2275000.0,manual,54000.0,grey,2wd,4.0,4868.0,1854.0,1471.0,2874.0,mercedes-benz,petrol
2013,1088748.0,automatic,108351.0,white,rwd,4.0,4596.0,1770.0,1447.0,2760.0,mercedes-benz,diesel
2013,950000.0,automatic,65000.0,white,fwd,5.0,4393.0,1786.0,1557.0,2699.0,mercedes-benz,petrol
2010,1150000.0,automatic,120000.0,silver,rwd,4.0,4868.0,1854.0,1471.0,2874.0,mercedes-benz,diesel
2011,1250000.0,automatic,84000.0,white,rwd,4.0,4686.0,2020.0,1442.0,2840.0,mercedes-benz,petrol
2019,6225000.0,automatic,42079.0,silver,rwd,4.0,5063.0,1860.0,1494.0,3079.0,mercedes-benz,diesel
2016,5275000.0,automatic,65000.0,white,awd,5.0,5120.0,2141.0,1850.0,3075.0,mercedes-benz,diesel
2018,5000000.0,automatic,65965.0,polar white,rwd,4.0,5063.0,1860.0,1494.0,3079.0,mercedes-benz,diesel
2007,625000.0,automatic,96586.0,grey,rwd,4.0,5206.0,1871.0,1473.0,3165.0,mercedes-benz,diesel
2016,1800000.0,automatic,90855.0,white,fwd,4.0,4630.0,2032.0,1432.0,2699.0,mercedes-benz,diesel
2011,1200000.0,automatic,57065.0,indium grey metallic,rwd,4.0,4868.0,1854.0,1471.0,2874.0,mercedes-benz,diesel
2013,1500000.0,automatic,107969.0,brown,awd,5.0,4817.0,2141.0,1762.0,2915.0,mercedes-benz,diesel
2021,3980448.0,automatic,20656.0,polar white,rwd,4.0,4686.0,2020.0,1442.0,2840.0,mercedes-benz,petrol
2019,2895000.0,automatic,38000.0,blue,fwd,4.0,4630.0,1777.0,1432.0,2699.0,mercedes-benz,diesel
2019,3100000.0,automatic,15633.0,cavansite blue,fwd,4.0,4630.0,1777.0,1432.0,2699.0,mercedes-benz,diesel
2013,720000.0,automatic,39313.0,white,fwd,5.0,4359.0,2010.0,1557.0,2699.0,mercedes-benz,petrol
2014,1545000.0,automatic,76000.0,white,rwd,4.0,4879.0,2071.0,1474.0,2874.0,mercedes-benz,diesel
2014,1750000.0,automatic,70000.0,white,rwd,4.0,4868.0,1854.0,1471.0,2874.0,mercedes-benz,diesel
2012,1360621.0,automatic,103303.0,black,rwd,4.0,5226.0,1871.0,1479.0,3165.0,mercedes-benz,diesel
2011,1200000.0,automatic,71529.0,white,rwd,4.0,4591.0,1770.0,1447.0,2760.0,mercedes-benz,diesel
2014,5000000.0,automatic,38267.0,white,rwd,4.0,5246.0,2130.0,1494.0,3165.0,mercedes-benz,diesel
2018,5000000.0,automatic,10977.0,iridium silver,rwd,4.0,5063.0,1860.0,1494.0,3079.0,mercedes-benz,diesel
2015,2490000.0,automatic,65412.0,polar white,rwd,4.0,4879.0,2071.0,1474.0,2874.0,mercedes-benz,diesel
2019,3134164.0,automatic,40331.0,polar white,rwd,4.0,4686.0,2020.0,1442.0,2840.0,mercedes-benz,petrol
2011,1590000.0,automatic,94000.0,black,rwd,4.0,4868.0,1854.0,1471.0,2874.0,mercedes-benz,diesel
2010,500000.0,automatic,54559.0,white,rwd,4.0,4591.0,1770.0,1447.0,2760.0,mercedes-benz,petrol
2010,600000.0,automatic,71982.0,white,rwd,4.0,4591.0,1770.0,1447.0,2760.0,mercedes-benz,petrol
2018,4435230.0,automatic,43537.0,blue,rwd,4.0,5063.0,1860.0,1494.0,3079.0,mercedes-benz,diesel
2011,1800000.0,automatic,72000.0,silver,rwd,4.0,5206.0,1871.0,1473.0,3165.0,mercedes-benz,petrol
2018,2800000.0,automatic,24000.0,red,fwd,4.0,4630.0,1777.0,1432.0,2699.0,mercedes-benz,diesel
2017,7925000.0,automatic,75000.0,black,rwd,4.0,5246.0,2130.0,1494.0,3165.0,mercedes-benz,diesel
2015,1350000.0,automatic,66934.0,white,fwd,5.0,4292.0,2022.0,1433.0,2699.0,mercedes-benz,diesel
2013,740000.0,automatic,49179.0,white,rwd,4.0,4852.0,1822.0,1483.0,2854.0,mercedes-benz,diesel
2018,2800000.0,automatic,12662.0,jupiter red,2wd,5.0,4424.0,1804.0,1494.0,2699.0,mercedes-benz,petrol
2018,6100623.0,automatic,56626.0,designo diamond white bright,awd,5.0,5130.0,2141.0,1850.0,3075.0,mercedes-benz,diesel
2020,4700000.0,automatic,22913.0,polar white,rwd,4.0,4686.0,2020.0,1442.0,2840.0,mercedes-benz,diesel
2014,1500000.0,automatic,51000.0,grey,rwd,4.0,4879.0,2071.0,1474.0,2874.0,mercedes-benz,diesel
2017,3023417.0,automatic,118156.0,polar white,awd,5.0,4819.0,2141.0,1796.0,2915.0,mercedes-benz,diesel
2012,1011459.0,automatic,83174.0,brown,rwd,4.0,4591.0,1770.0,1447.0,2760.0,mercedes-benz,diesel
2017,4260000.0,automatic,80000.0,silver,awd,5.0,4819.0,2141.0,1796.0,2915.0,mercedes-benz,diesel
2018,14900000.0,automatic,44224.0,white,awd,4.0,5462.0,2130.0,1498.0,3365.0,mercedes-benz,petrol
2014,3200000.0,automatic,60513.0,silver,awd,5.0,4780.0,1911.0,1779.0,2915.0,mercedes-benz,diesel
2012,1079567.0,automatic,44800.0,white,rwd,4.0,4686.0,2020.0,1442.0,2840.0,mercedes-benz,diesel
2019,3472956.0,automatic,41298.0,cavansite blue,awd,5.0,4658.0,1890.0,1644.0,2873.0,mercedes-benz,diesel
2018,4378471.0,automatic,43285.0,polar white,rwd,4.0,5063.0,1860.0,1494.0,3079.0,mercedes-benz,diesel
2019,3724147.0,automatic,20785.0,cavansite blue,rwd,4.0,4686.0,2020.0,1442.0,2840.0,mercedes-benz,diesel
2015,2222257.0,automatic,56764.0,palladium silver,awd,5.0,4817.0,2141.0,1762.0,2915.0,mercedes-benz,diesel
2013,1350000.0,automatic,90000.0,white,rwd,4.0,4591.0,1770.0,1447.0,2760.0,mercedes-benz,diesel
2010,1490049.0,automatic,92400.0,red,awd,5.0,5099.0,1920.0,1840.0,3075.0,mercedes-benz,diesel
2016,2300000.0,automatic,38313.0,polar white,rwd,4.0,4879.0,2071.0,1474.0,2874.0,mercedes-benz,diesel
2018,4098043.0,automatic,115372.0,obsidian black,rwd,4.0,5063.0,1860.0,1494.0,3079.0,mercedes-benz,diesel
2017,2021523.0,automatic,14979.0,jupiter red,awd,5.0,4417.0,1804.0,1494.0,2699.0,mercedes-benz,petrol
2018,2145000.0,automatic,83000.0,red,fwd,4.0,4630.0,1777.0,1432.0,2699.0,mercedes-benz,diesel
2015,1589029.0,automatic,33235.0,black,rwd,4.0,4686.0,2020.0,1442.0,2840.0,mercedes-benz,diesel
2018,6062140.0,automatic,53086.0,obsidian black,awd,5.0,5130.0,2141.0,1850.0,3075.0,mercedes-benz,diesel
2021,6012414.0,automatic,16787.0,polar white,awd,5.0,4658.0,1890.0,1644.0,2873.0,mercedes-benz,petrol
2011,879705.0,automatic,20041.0,black,rwd,4.0,4591.0,1770.0,1447.0,2760.0,mercedes-benz,petrol
2008,534216.0,automatic,143247.0,white,rwd,4.0,4591.0,1770.0,1447.0,2760.0,mercedes-benz,diesel
2015,1500000.0,automatic,98017.0,jupiter red,fwd,5.0,4393.0,1786.0,1557.0,2699.0,mercedes-benz,diesel
2011,600000.0,automatic,93256.0,black,rwd,4.0,4591.0,1770.0,1447.0,2760.0,mercedes-benz,petrol
